jobname,old_id,file
JW1B40X0D,-,ebs_snapshot.bat
JW1B41X0D,-,copy_external_vendor_file.bat
JW1B41X1D,-,save_to_s3.bat
JW1F40X0D,D0101 ,\D0101.vbs
JW1F40X1D,D0200,\D0200.vbs
JW1F40X2D,D0102 ,\D0102.vbs
JW1F40X3D,D0205 ,\D0205.vbs
JW1F40X4D,D0110 ,\D0110.vbs
JW1H51X0D,D0510,\D0510.vbs
JW1H51X1D,D0515,\D0515.vbs
JW1H60X0D,D0511,\D0511.vbs
JW1H60X1D,D0516,\D0516.vbs
JW1J40X0D,D0512,\D0512.vbs
JW1J41X0D,D0513,\D0513.vbs
JW1F40X0W,-,os_restart_of_cluster.bat
